"user id";"active";"School";"Department";"Country";"Motive";"has desc";"has comment";"has fbalbum"
"1307";"1";"Montpellier";"…lectronique";"N/A";"N/A";"0";"0";"0"
"1323";"1";"Nantes";"…lectronique";"N/A";"N/A";"0";"0";"0"
"1345";"1";"Montpellier";"…lectronique";"N/A";"N/A";"0";"0";"0"
"1396";"1";"Montpellier";"…lectronique";"N/A";"N/A";"0";"0";"0"
"1399";"1";"Montpellier";"…lectronique";"N/A";"N/A";"0";"0";"0"
"1400";"1";"Montpellier";"…lectronique";"N/A";"N/A";"0";"0";"0"
"16";"1";"Nantes";"…nergie";"MA";"Stage";"1";"0";"0"
"16";"1";"Nantes";"…nergie";"CN";"Stage";"1";"0";"0"
"16";"1";"Nantes";"…nergie";"US";"…tudes";"0";"0";"0"
"21";"1";"Nantes";"…nergie";"SE";"Stage";"1";"0";"0"
"21";"1";"Nantes";"…nergie";"CA";"…tudes";"0";"0";"0"
"21";"1";"Nantes";"…nergie";"SE";"Stage";"0";"0";"0"
"24";"1";"Nantes";"…nergie";"PT";"Stage";"0";"0";"0"
"27";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"82";"1";"Nantes";"…nergie";"AU";"Stage";"0";"0";"0"
"112";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"113";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"118";"1";"Nantes";"…nergie";"IE";"Stage";"0";"0";"0"
"123";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"126";"1";"Nantes";"…nergie";"DK";"Stage";"0";"0";"0"
"126";"1";"Nantes";"…nergie";"IN";"Stage";"0";"0";"0"
"127";"1";"Nantes";"…nergie";"BE";"Stage";"1";"0";"0"
"131";"0";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"141";"1";"Annecy-Chambery";"…nergie";"JP";"Stage";"1";"0";"0"
"142";"1";"Nantes";"…nergie";"JP";"Stage";"0";"0";"0"
"148";"1";"Nantes";"…nergie";"CA";"…tudes";"1";"0";"0"
"149";"1";"Nantes";"…nergie";"GB";"Stage";"0";"0";"0"
"151";"1";"Nantes";"…nergie";"CA";"Stage";"0";"0";"0"
"152";"1";"Nantes";"…nergie";"CA";"Stage";"1";"0";"0"
"155";"1";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"157";"1";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"159";"1";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"168";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"191";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"206";"1";"Nantes";"…nergie";"IS";"Stage";"0";"0";"0"
"220";"1";"Nantes";"…nergie";"GB";"Stage";"0";"0";"0"
"220";"1";"Nantes";"…nergie";"GB";"…tudes";"0";"0";"0"
"244";"1";"Annecy-Chambery";"…nergie";"AT";"…tudes";"1";"1";"0"
"255";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"267";"1";"Nantes";"…nergie";"US";"Stage";"1";"0";"0"
"273";"1";"Nantes";"…nergie";"GB";"Stage";"1";"0";"0"
"274";"1";"Nantes";"…nergie";"GB";"Stage";"1";"0";"0"
"277";"1";"Nantes";"…nergie";"GB";"Stage";"1";"0";"0"
"286";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"287";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"297";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"302";"1";"Nantes";"…nergie";"US";"Stage";"1";"1";"0"
"307";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"308";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"341";"1";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"344";"1";"Annecy-Chambery";"…nergie";"SE";"…tudes";"1";"1";"0"
"381";"1";"Clermont";"…nergie";"N/A";"N/A";"0";"0";"0"
"383";"1";"OrlÈans";"…nergie";"BR";"Voyage";"0";"0";"0"
"383";"1";"OrlÈans";"…nergie";"US";"…tudes";"1";"0";"0"
"396";"1";"Annecy-Chambery";"…nergie";"CA";"…tudes";"1";"1";"0"
"409";"0";"Grenoble";"…nergie";"N/A";"N/A";"0";"0";"0"
"452";"1";"Annecy-Chambery";"…nergie";"US";"Voyage";"0";"1";"0"
"483";"0";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"489";"1";"Montpellier";"…nergie";"N/A";"N/A";"0";"0";"0"
"492";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"498";"1";"Clermont";"…nergie";"N/A";"N/A";"0";"0";"0"
"506";"1";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"520";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"523";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"538";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"578";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"588";"1";"Nantes";"…nergie";"IT";"Stage";"1";"0";"0"
"589";"0";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"592";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"609";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"616";"0";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"621";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"625";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"642";"1";"Annecy-Chambery";"…nergie";"CN";"Stage";"0";"0";"0"
"653";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"687";"1";"Nantes";"…nergie";"US";"Stage";"1";"1";"0"
"690";"1";"OrlÈans";"…nergie";"N/A";"N/A";"0";"0";"0"
"691";"0";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"719";"1";"Grenoble";"…nergie";"N/A";"N/A";"0";"0";"0"
"737";"1";"Annecy-Chambery";"…nergie";"JP";"Stage";"1";"0";"0"
"781";"1";"Nantes";"…nergie";"DE";"Stage";"0";"0";"0"
"782";"0";"Paris-UPMC";"…nergie";"N/A";"N/A";"0";"0";"0"
"805";"1";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"806";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"811";"1";"Paris-UPMC";"…nergie";"NO";"…tudes";"0";"0";"0"
"811";"1";"Paris-UPMC";"…nergie";"NO";"Stage";"0";"0";"0"
"819";"1";"Montpellier";"…nergie";"TT";"Stage";"0";"0";"0"
"829";"1";"Montpellier";"…nergie";"N/A";"N/A";"0";"0";"0"
"852";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"856";"1";"Nantes";"…nergie";"IE";"Stage";"1";"1";"0"
"856";"1";"Nantes";"…nergie";"RE";"Stage";"1";"1";"0"
"870";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"882";"1";"Annecy-Chambery";"…nergie";"CN";"Stage";"1";"1";"0"
"887";"1";"Nantes";"…nergie";"DE";"Stage";"1";"0";"0"
"899";"1";"Montpellier";"…nergie";"CH";"Stage";"1";"1";"0"
"919";"0";"Paris-UPMC";"…nergie";"N/A";"N/A";"0";"0";"0"
"938";"1";"OrlÈans";"…nergie";"GB";"…tudes";"1";"0";"0"
"938";"1";"OrlÈans";"…nergie";"NO";"…tudes";"1";"0";"0"
"948";"1";"OrlÈans";"…nergie";"GB";"…tudes";"1";"1";"0"
"948";"1";"OrlÈans";"…nergie";"NO";"Stage";"1";"1";"0"
"948";"1";"OrlÈans";"…nergie";"NO";"Travail";"1";"1";"0"
"948";"1";"OrlÈans";"…nergie";"NO";"…tudes";"1";"0";"0"
"948";"1";"OrlÈans";"…nergie";"NO";"Stage";"1";"0";"0"
"948";"1";"OrlÈans";"…nergie";"NO";"Stage";"1";"0";"0"
"960";"1";"Paris-UPMC";"…nergie";"CA";"…tudes";"1";"1";"0"
"960";"1";"Paris-UPMC";"…nergie";"CA";"Stage";"1";"1";"0"
"960";"1";"Paris-UPMC";"…nergie";"AU";"Travail";"1";"0";"0"
"965";"1";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"991";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"1000";"0";"OrlÈans";"…nergie";"N/A";"N/A";"0";"0";"0"
"1001";"0";"OrlÈans";"…nergie";"N/A";"N/A";"0";"0";"0"
"1002";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1038";"1";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"1049";"0";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1051";"1";"Clermont";"…nergie";"N/A";"N/A";"0";"0";"0"
"1057";"1";"Annecy-Chambery";"…nergie";"NO";"Voyage";"0";"1";"0"
"1077";"1";"Nantes";"…nergie";"DE";"Stage";"1";"0";"0"
"1093";"1";"Montpellier";"…nergie";"IN";"Voyage";"0";"1";"0"
"1093";"1";"Montpellier";"…nergie";"GB";"Stage";"1";"0";"0"
"1124";"1";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"1141";"1";"Montpellier";"…nergie";"LA";"Stage";"1";"0";"0"
"1146";"0";"Montpellier";"…nergie";"N/A";"N/A";"0";"0";"0"
"1147";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"1150";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"1159";"1";"Clermont";"…nergie";"N/A";"N/A";"0";"0";"0"
"1190";"1";"Montpellier";"…nergie";"N/A";"N/A";"0";"0";"0"
"1193";"1";"Montpellier";"…nergie";"N/A";"N/A";"0";"0";"0"
"1195";"1";"Marseille";"…nergie";"US";"…tudes";"0";"0";"0"
"1196";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"1221";"1";"OrlÈans";"…nergie";"N/A";"N/A";"0";"0";"0"
"1224";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"1235";"1";"Montpellier";"…nergie";"N/A";"N/A";"0";"0";"0"
"1238";"0";"Montpellier";"…nergie";"N/A";"N/A";"0";"0";"0"
"1243";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"1269";"0";"Annecy-Chambery";"…nergie";"N/A";"N/A";"0";"0";"0"
"1278";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1279";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1316";"1";"OrlÈans";"…nergie";"N/A";"N/A";"0";"0";"0"
"1330";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"1346";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"1351";"0";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1352";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1365";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1378";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1383";"0";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1388";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1389";"1";"Marseille";"…nergie";"N/A";"N/A";"0";"0";"0"
"1393";"1";"Annecy-Chambery";"…nergie";"IE";"Travail";"1";"0";"0"
"1405";"1";"Nantes";"…nergie";"N/A";"N/A";"0";"0";"0"
"51";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"52";"1";"Clermont";"Biotechnologie";"US";"Stage";"0";"0";"0"
"54";"1";"Clermont";"Biotechnologie";"CA";"Stage";"0";"0";"0"
"55";"1";"Clermont";"Biotechnologie";"IE";"Stage";"0";"0";"0"
"55";"1";"Clermont";"Biotechnologie";"CA";"Stage";"0";"0";"0"
"56";"1";"Clermont";"Biotechnologie";"IE";"Stage";"1";"0";"0"
"59";"1";"Clermont";"Biotechnologie";"US";"Stage";"0";"0";"0"
"60";"1";"Clermont";"Biotechnologie";"IE";"Stage";"0";"0";"0"
"67";"1";"Clermont";"Biotechnologie";"AU";"Stage";"0";"0";"0"
"68";"1";"Clermont";"Biotechnologie";"CA";"Stage";"0";"0";"0"
"77";"1";"Clermont";"Biotechnologie";"SJ";"…tudes";"0";"0";"0"
"78";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"106";"1";"Clermont";"Biotechnologie";"FI";"Stage";"1";"1";"0"
"116";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"121";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"160";"1";"Montpellier";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"169";"1";"Marseille";"Biotechnologie";"GB";"…tudes";"1";"0";"0"
"186";"1";"Nantes";"Biotechnologie";"TG";"Stage";"1";"1";"1"
"188";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"192";"1";"Montpellier";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"200";"1";"Clermont";"Biotechnologie";"IE";"Stage";"1";"0";"0"
"216";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"229";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"230";"0";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"249";"1";"Nice-Sophia";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"275";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"310";"1";"Nantes";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"325";"1";"Paris-UPMC";"Biotechnologie";"GB";"Stage";"1";"1";"0"
"332";"1";"Paris-UPMC";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"334";"1";"Clermont";"Biotechnologie";"CL";"Stage";"1";"0";"0"
"343";"1";"Marseille";"Biotechnologie";"CA";"Stage";"1";"1";"0"
"366";"1";"Nice-Sophia";"Biotechnologie";"US";"Stage";"1";"0";"0"
"382";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"387";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"397";"1";"Clermont";"Biotechnologie";"CA";"Stage";"0";"0";"0"
"408";"1";"Lille";"Biotechnologie";"GB";"Stage";"1";"0";"0"
"408";"1";"Lille";"Biotechnologie";"CL";"…tudes";"0";"0";"0"
"412";"1";"Lille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"415";"1";"Nantes";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"436";"1";"Marseille";"Biotechnologie";"US";"Stage";"1";"0";"0"
"454";"1";"Nantes";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"455";"1";"Lille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"458";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"472";"1";"Marseille";"Biotechnologie";"US";"Stage";"0";"0";"0"
"475";"1";"Marseille";"Biotechnologie";"US";"Stage";"1";"1";"0"
"484";"1";"Marseille";"Biotechnologie";"US";"Voyage";"0";"0";"0"
"484";"1";"Marseille";"Biotechnologie";"CA";"…tudes";"1";"0";"0"
"485";"1";"Marseille";"Biotechnologie";"BE";"Stage";"1";"0";"0"
"491";"1";"Montpellier";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"518";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"527";"1";"Montpellier";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"551";"1";"Grenoble";"Biotechnologie";"CZ";"Stage";"1";"1";"0"
"594";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"600";"1";"Clermont";"Biotechnologie";"KH";"Stage";"1";"1";"0"
"608";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"622";"1";"Lille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"676";"1";"Lille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"680";"1";"Nantes";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"709";"1";"Marseille";"Biotechnologie";"GB";"Stage";"0";"0";"0"
"721";"1";"Nice-Sophia";"Biotechnologie";"GB";"Stage";"0";"0";"0"
"772";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"777";"1";"Paris-UPMC";"Biotechnologie";"ES";"Stage";"1";"1";"0"
"800";"1";"Marseille";"Biotechnologie";"GB";"Stage";"1";"0";"0"
"802";"1";"Paris-UPMC";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"803";"1";"Marseille";"Biotechnologie";"US";"Stage";"1";"1";"0"
"820";"1";"Clermont";"Biotechnologie";"US";"Stage";"0";"0";"0"
"821";"1";"Marseille";"Biotechnologie";"GB";"Stage";"1";"1";"0"
"835";"1";"Nice-Sophia";"Biotechnologie";"GB";"…tudes";"1";"1";"0"
"848";"1";"Nantes";"Biotechnologie";"NL";"Stage";"1";"1";"0"
"857";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"861";"1";"Clermont";"Biotechnologie";"IN";"Stage";"0";"0";"0"
"861";"1";"Clermont";"Biotechnologie";"ES";"Stage";"0";"0";"0"
"861";"1";"Clermont";"Biotechnologie";"IN";"Stage";"0";"0";"0"
"861";"1";"Clermont";"Biotechnologie";"IN";"Travail";"1";"0";"0"
"866";"1";"Clermont";"Biotechnologie";"CA";"Stage";"1";"0";"0"
"893";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"934";"1";"Lille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"951";"1";"Paris-UPMC";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"969";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"985";"1";"Clermont";"Biotechnologie";"JP";"Stage";"1";"0";"0"
"1004";"1";"Nantes";"Biotechnologie";"GB";"Stage";"0";"0";"0"
"1005";"1";"Lille";"Biotechnologie";"CA";"Stage";"1";"1";"0"
"1008";"1";"Nantes";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1011";"1";"Nice-Sophia";"Biotechnologie";"GB";"Stage";"0";"0";"0"
"1015";"1";"Nantes";"Biotechnologie";"GB";"Stage";"1";"0";"0"
"1015";"1";"Nantes";"Biotechnologie";"NL";"…tudes";"0";"0";"0"
"1033";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1034";"0";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1039";"1";"Lille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1044";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1065";"0";"Nice-Sophia";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1067";"1";"Nantes";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1083";"1";"Marseille";"Biotechnologie";"US";"Voyage";"0";"1";"0"
"1083";"1";"Marseille";"Biotechnologie";"US";"Stage";"1";"1";"0"
"1083";"1";"Marseille";"Biotechnologie";"US";"Voyage";"0";"1";"0"
"1089";"1";"Nice-Sophia";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1090";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1092";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1100";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1108";"1";"Lille";"Biotechnologie";"IT";"Voyage";"0";"0";"0"
"1114";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1153";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1154";"1";"Clermont";"Biotechnologie";"CA";"Stage";"1";"0";"0"
"1170";"1";"Nice-Sophia";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1218";"1";"Paris-UPMC";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1233";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1251";"1";"Nantes";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1252";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1267";"0";"Nice-Sophia";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1273";"1";"Grenoble";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1288";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1295";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1298";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1299";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1300";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1304";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1315";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1320";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1321";"0";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1332";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1336";"1";"Nantes";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1337";"0";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1338";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1339";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1340";"0";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1347";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1349";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1350";"0";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1355";"1";"Paris-UPMC";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1356";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1357";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1369";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1372";"1";"Clermont";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"1409";"1";"Marseille";"Biotechnologie";"N/A";"N/A";"0";"0";"0"
"65";"1";"Grenoble";"BiomÈdical";"US";"Stage";"0";"0";"0"
"66";"1";"Grenoble";"BiomÈdical";"CA";"Stage";"0";"0";"0"
"94";"1";"Lyon";"BiomÈdical";"N/A";"N/A";"0";"0";"0"
"122";"1";"Marseille";"BiomÈdical";"GB";"Stage";"0";"0";"0"
"145";"1";"Clermont";"BiomÈdical";"N/A";"N/A";"0";"0";"0"
"237";"0";"Montpellier";"BiomÈdical";"N/A";"N/A";"0";"0";"0"
"395";"1";"Lyon";"BiomÈdical";"N/A";"N/A";"0";"0";"0"
"401";"1";"Lille";"BiomÈdical";"N/A";"N/A";"0";"0";"0"
"421";"0";"Clermont";"BiomÈdical";"N/A";"N/A";"0";"0";"0"
"425";"1";"Lille";"BiomÈdical";"N/A";"N/A";"0";"0";"0"
